장바구니번호,회원번호(FK),장바구니구분
301744,110880,0
301745,110881,0
301746,110882,0
301747,120812,0
301748,120813,0
301749,120814,0
301750,120815,0
301751,110883,0
301752,121497,0
301753,110884,0
301754,120816,0
301755,110885,0
301756,121477,0
301757,110886,0
301758,120817,0
301759,110887,0
301760,110888,0
301761,120818,0
301762,110889,0
301763,110890,0
301764,110891,0
301765,120819,0
301766,110892,0
301767,110893,0
301768,110894,0
301769,120820,0
301770,120821,0
301771,110895,0
301772,120822,0
301773,110896,0
301774,110897,0
301775,120823,0
301776,110898,0
301777,110899,0
301778,110900,0
301779,120824,0
301780,120825,0
301781,120826,0
301782,120827,0
301783,110901,0
301784,120828,0
301785,110902,0
301786,110903,0
301787,120829,0
301788,120830,0
301789,120831,0
301790,120832,0
301791,120833,0
301792,110904,0
301793,120834,0
301794,110905,0
301795,110906,0
301796,120835,0
301797,120836,0
301798,110907,0
301799,110908,0
301800,110909,0
301801,110910,0
301802,120837,0
301803,110911,0
301804,120838,0
301805,110912,0
301806,110913,0
301807,110914,0
301808,110915,0
301809,110916,0
301810,110917,0
301811,110918,0
301812,110919,0
301813,120839,0
301814,120840,0
301815,120841,0
301816,110920,0
301817,120842,0
301818,120843,0
301819,110921,0
301820,120844,0
301821,120845,0
301822,121445,0
301823,110922,0
301824,120846,0
301825,110923,0
301826,120847,0
301827,110924,0
301828,110925,0
301829,110926,0
301830,110927,0
301831,110928,0
301832,121442,0
301833,120848,0
301834,121422,0
301835,120849,0
301836,110929,0
301837,120850,0
301838,120851,0
301839,120852,0
301840,120853,0
301841,110930,0
301842,120854,0
301843,110931,0
301844,120855,0
301845,110932,0
301846,110933,0
301847,121489,0
301848,110934,0
301849,120856,0
301850,110935,0
301851,110936,0
301852,120857,0
301853,120858,0
301854,110937,0
301855,120859,0
301856,120860,0
301857,120861,0
301858,120862,0
301859,120863,0
301860,110938,0
301861,110939,0
301862,110940,0
301863,120864,0
301864,110941,0
301865,110942,0
301866,110943,0
301867,110944,0
301868,120865,0
301869,110945,0
301870,110946,0
301871,120866,0
301872,120867,0
301873,110947,0
301874,110948,0
301875,120868,0
301876,120869,0
301877,120870,0
301878,110949,0
301879,120871,0
301880,120872,0
301881,110950,0
301882,110951,0
301883,110952,0
301884,110953,0
301885,110954,0
301886,120873,0
301887,110955,0
301888,110956,0
301889,120874,0
301890,120875,0
301891,110957,0
301892,110958,0
301893,110959,0
301894,110960,0
301895,110961,0
301896,120876,0
301897,120877,0
301898,110962,0
301899,120878,0
301900,120879,0
301901,120880,0
301902,120881,0
301903,120882,0
301904,120883,0
301905,110963,0
301906,110964,0
301907,120884,0
301908,110965,0
301909,120885,0
301910,120886,0
301911,110966,0
301912,110967,0
301913,110968,0
301914,110969,0
301915,110970,0
301916,110971,0
301917,120887,0
301918,120888,0
301919,120889,0
301920,110972,0
301921,120890,0
301922,120891,0
301923,110973,0
301924,120892,0
301925,110974,0
301926,110975,0
301927,110976,0
301928,110977,0
301929,120893,0
301930,110978,0
301931,110979,0
301932,110980,0
301933,110981,0
301934,120894,0
301935,110982,0
301936,110983,0
301937,120895,0
301938,110984,0
301939,110985,0
301940,110986,0
301941,120896,0
301942,120897,0
301943,121485,0
301944,120898,0
301945,120899,0
301946,120900,0
301947,120901,0
301948,121467,0
301949,110987,0
301950,120902,0
301951,120903,0
301952,120904,0
301953,120905,0
301954,120906,0
301955,110988,0
301956,110989,0
301957,120907,0
301958,110990,0
301959,110991,0
301960,110992,0
301961,120908,0
301962,120909,0
301963,120910,0
301964,120911,0
301965,110993,0
301966,110994,0
301967,110995,0
301968,120912,0
301969,120913,0
301970,120914,0
301971,120915,0
301972,110996,0
301973,110997,0
301974,120916,0
301975,120917,0
301976,110998,0
301977,120918,0
301978,110999,0
301979,120919,0
301980,111000,0
301981,111001,0
301982,120920,0
301983,111002,0
301984,120921,0
301985,120922,0
301986,120923,0
301987,120924,0
301988,121479,0
301989,120925,0
301990,111003,0
301991,120926,0
301992,120927,0
301993,120928,0
301994,111004,0
301995,111005,0
301996,120929,0
301997,120930,0
301998,111006,0
301999,120931,0
302000,120932,0
302001,111007,0
302002,120933,0
302003,111008,0
302004,120934,0
302005,121436,0
302006,120935,0
302007,120936,0
302008,120937,0
302009,111009,0
302010,120938,0
302011,120939,0
302012,111010,0
302013,120940,0
302014,111011,0
302015,120941,0
302016,120942,0
302017,120943,0
302018,111012,0
302019,111013,0
302020,120944,0
302021,111014,0
302022,120945,0
302023,111015,0
302024,111016,0
302025,111017,0
302026,111018,0
302027,120946,0
302028,121471,0
302029,120947,0
302030,120948,0
302031,120949,0
302032,111019,0
302033,120950,0
302034,111020,0
302035,111021,0
302036,111022,0
302037,120951,0
302038,111023,0
302039,111024,0
302040,120952,0
302041,111025,0
302042,121408,0
302043,111026,0
302044,111027,0
302045,121481,0
302046,111028,0
302047,120953,0
302048,111029,0
302049,120954,0
302050,111030,0
302051,121407,0
302052,111031,0
302053,111032,0
302054,111033,0
302055,111034,0
302056,111035,0
302057,111036,0
302058,111037,0
302059,121498,0
302060,111038,0
302061,120955,0
302062,120956,0
302063,111039,0
302064,111040,0
302065,111041,0
302066,111042,0
302067,120957,0
302068,120958,0
302069,120959,0
302070,111043,0
302071,111044,0
302072,120960,0
302073,111045,0
302074,111046,0
302075,120961,0
302076,120962,0
302077,111047,0
302078,111048,0
302079,120963,0
302080,111049,0
302081,111050,0
302082,121478,0
302083,111051,0
302084,111052,0
302085,111053,0
302086,120964,0
302087,121458,0
302088,111054,0
302089,120965,0
302090,120966,0
302091,120967,0
302092,120968,0
302093,120969,0
302094,111055,0
302095,111056,0
302096,111057,0
302097,111058,0
302098,120970,0
302099,120971,0
302100,111059,0
302101,120972,0
302102,111060,0
302103,111061,0
302104,111062,0
302105,111063,0
302106,120973,0
302107,111064,0
302108,120974,0
302109,120975,0
302110,111065,0
302111,120976,0
302112,111066,0
302113,111067,0
302114,120977,0
302115,111068,0
302116,111069,0
302117,111070,0
302118,111071,0
302119,111072,0
302120,120978,0
302121,111073,0
302122,111074,0
302123,111075,0
302124,111076,0
302125,111077,0
302126,120979,0
302127,120980,0
302128,111078,0
302129,120981,0
302130,111079,0
302131,120982,0
302132,111080,0
302133,111081,0
302134,120983,0
302135,120984,0
302136,111082,0
302137,111083,0
302138,120985,0
302139,111084,0
302140,111085,0
302141,111086,0
302142,111087,0
302143,111088,0
302144,111089,0
302145,121486,0
302146,120986,0
302147,111090,0
302148,111091,0
302149,111092,0
302150,120987,0
302151,111093,0
302152,120988,0
302153,111094,0
302154,120989,0
302155,111095,0
302156,111096,0
302157,120990,0
302158,111097,0
302159,111098,0
302160,120991,0
302161,111099,0
302162,111100,0
302163,120992,0
302164,111101,0
302165,111102,0
302166,120993,0
302167,121416,0
302168,111103,0
302169,120994,0
302170,111104,0
302171,111105,0
302172,120995,0
302173,111106,0
302174,111107,0
302175,120996,0
302176,111108,0
302177,120997,0
302178,120998,0
302179,111109,0
302180,111110,0
302181,111111,0
302182,111112,0
302183,120999,0
302184,121000,0
302185,121001,0
302186,121002,0
302187,121003,0
302188,111113,0
302189,111114,0
302190,111115,0
302191,121004,0
302192,121005,0
302193,121446,0
302194,121006,0
302195,111116,0
302196,121007,0
302197,121008,0
302198,111117,0
302199,111118,0
302200,121472,0
302201,121009,0
302202,121010,0
302203,121011,0
302204,111119,0
302205,111120,0
302206,111121,0
302207,121012,0
302208,121013,0
302209,121014,0
302210,111122,0
302211,111123,0
302212,111124,0
302213,111125,0
302214,111126,0
302215,121015,0
302216,111127,0
302217,111128,0
302218,111129,0
302219,121016,0
302220,111130,0
302221,121017,0
302222,111131,0
302223,121018,0
302224,121019,0
302225,121020,0
302226,121438,0
302227,111132,0
302228,121021,0
302229,121022,0
302230,121023,0
302231,111133,0
302232,111134,0
302233,121024,0
302234,121025,0
302235,111135,0
302236,121026,0
302237,121487,0
302238,121027,0
302239,121028,0
302240,111136,0
302241,111137,0
302242,111138,0
302243,111139,0
302244,111140,0
302245,111141,0
302246,121029,0
302247,111142,0
302248,111143,0
302249,121030,0
302250,121031,0
302251,111144,0
302252,111145,0
302253,111146,0
302254,111147,0
302255,111148,0
302256,111149,0
302257,121463,0
302258,121032,0
302259,121033,0
302260,111150,0
302261,111151,0
302262,111152,0
302263,111153,0
302264,121034,0
302265,111154,0
302266,121035,0
302267,121036,0
302268,111155,0
302269,111156,0
302270,121037,0
302271,121038,0
302272,111157,0
302273,111158,0
302274,121039,0
302275,111159,0
302276,111160,0
302277,111161,0
302278,111162,0
302279,121040,0
302280,111163,0
302281,111164,0
302282,111165,0
302283,121041,0
302284,111166,0
302285,111167,0
302286,111168,0
302287,111169,0
302288,121441,0
302289,121042,0
302290,121043,0
302291,111170,0
302292,111171,0
302293,111172,0
302294,121044,0
302295,121045,0
302296,111173,0
302297,111174,0
302298,121046,0
302299,121047,0
302300,111175,0
302301,111176,0
302302,121048,0
302303,111177,0
302304,121049,0
302305,111178,0
302306,121050,0
302307,111179,0
302308,111180,0
302309,111181,0
302310,111182,0
302311,121051,0
302312,121052,0
302313,111183,0
302314,111184,0
302315,111185,0
302316,111186,0
302317,121053,0
302318,111187,0
302319,121054,0
302320,111188,0
302321,111189,0
302322,111190,0
302323,121055,0
302324,111191,0
302325,111192,0
302326,121444,0
302327,111193,0
302328,121056,0
302329,121057,0
302330,111194,0
302331,121058,0
302332,111195,0
302333,121059,0
302334,121060,0
302335,111196,0
302336,111197,0
302337,121061,0
302338,111198,0
302339,111199,0
302340,121062,0
302341,121063,0
302342,121064,0
302343,121065,0
302344,121066,0
302345,111200,0
302346,111201,0
302347,121067,0
302348,121068,0
302349,111202,0
302350,121069,0
302351,121448,0
302352,111203,0
302353,111204,0
302354,121070,0
302355,111205,0
302356,121071,0
302357,121072,0
302358,121073,0
302359,111206,0
302360,121074,0
302361,121075,0
302362,121076,0
302363,111207,0
302364,121077,0
302365,121078,0
302366,121079,0
302367,111208,0
302368,111209,0
302369,111210,0
302370,111211,0
302371,121080,0
302372,111212,0
302373,121081,0
302374,121082,0
302375,111213,0
302376,121083,0
302377,111214,0
302378,121084,0
302379,111215,0
302380,111216,0
302381,111217,0
302382,121085,0
302383,121086,0
302384,111218,0
302385,121087,0
302386,111219,0
302387,121088,0
302388,111220,0
302389,121089,0
302390,121090,0
302391,121091,0
302392,121092,0
302393,121093,0
302394,121094,0
302395,121095,0
302396,121096,0
302397,121097,0
302398,121098,0
302399,121099,0
302400,121100,0
302401,121101,0
302402,121102,0
302403,111221,0
302404,121103,0
302405,121104,0
302406,121105,0
302407,121106,0
302408,111222,0
302409,121107,0
302410,121108,0
302411,121109,0
302412,111223,0
302413,121110,0
302414,111224,0
302415,121111,0
302416,121112,0
302417,121113,0
302418,121114,0
302419,121115,0
302420,111225,0
302421,111226,0
302422,111227,0
302423,121116,0
302424,111228,0
302425,111229,0
302426,111230,0
302427,111231,0
302428,121117,0
302429,111232,0
302430,111233,0
302431,121118,0
302432,111234,0
302433,121119,0
302434,111235,0
302435,111236,0
302436,111237,0
302437,121120,0
302438,121121,0
302439,111238,0
302440,111239,0
302441,111240,0
302442,121122,0
302443,121123,0
302444,111241,0
302445,111242,0
302446,121124,0
302447,121125,0
302448,121126,0
302449,121127,0
302450,121128,0
302451,111243,0
302452,121129,0
302453,111244,0
302454,121130,0
302455,111245,0
302456,111246,0
302457,111247,0
302458,111248,0
302459,111249,0
302460,121131,0
302461,111250,0
302462,111251,0
302463,121132,0
302464,121133,0
302465,111252,0
302466,121134,0
302467,121135,0
302468,111253,0
302469,111254,0
302470,111255,0
302471,111256,0
302472,121136,0
302473,121137,0
302474,111257,0
302475,121138,0
302476,121139,0
302477,121140,0
302478,111258,0
302479,121141,0
302480,111259,0
302481,111260,0
302482,121142,0
302483,121143,0
302484,121144,0
302485,111261,0
302486,121145,0
302487,121146,0
302488,111262,0
302489,111263,0
302490,121147,0
302491,121443,0
302492,111264,0
302493,111265,0
302494,121434,0
302495,121148,0
302496,111266,0
302497,121149,0
302498,111267,0
302499,121150,0
302500,121151,0
302501,121152,0
302502,111268,0
302503,121153,0
302504,111269,0
302505,111270,0
302506,111271,0
302507,111272,0
302508,111273,0
302509,121154,0
302510,111274,0
302511,111275,0
302512,111276,0
302513,111277,0
302514,121155,0
302515,111278,0
302516,111279,0
302517,111280,0
302518,111281,0
302519,121156,0
302520,111282,0
302521,121157,0
302522,111283,0
302523,121158,0
302524,121159,0
302525,121160,0
302526,111284,0
302527,111285,0
302528,121161,0
302529,121162,0
302530,111286,0
302531,121163,0
302532,111287,0
302533,111288,0
302534,111289,0
302535,111290,0
302536,121164,0
302537,111291,0
302538,111292,0
302539,111293,0
302540,111294,0
302541,121165,0
302542,121166,0
302543,111295,0
302544,121167,0
302545,111296,0
302546,111297,0
302547,111298,0
302548,121168,0
302549,111299,0
302550,111300,0
302551,111301,0
302552,121169,0
302553,111302,0
302554,111303,0
302555,121170,0
302556,111304,0
302557,121171,0
302558,111305,0
302559,111306,0
302560,111307,0
302561,111308,0
302562,111309,0
302563,121172,0
302564,121491,0
302565,121173,0
302566,121174,0
302567,121175,0
302568,111310,0
302569,121176,0
302570,111311,0
302571,121482,0
302572,121177,0
302573,111312,0
302574,111313,0
302575,111314,0
302576,121178,0
302577,111315,0
302578,121179,0
302579,111316,0
302580,111317,0
302581,121180,0
302582,121181,0
302583,121493,0
302584,111318,0
302585,111319,0
302586,121182,0
302587,121183,0
302588,111320,0
302589,111321,0
302590,121184,0
302591,111322,0
302592,121185,0
302593,111323,0
302594,111324,0
302595,111325,0
302596,121186,0
302597,111326,0
302598,121187,0
302599,111327,0
302600,121473,0
302601,121188,0
302602,121189,0
302603,121190,0
302604,111328,0
302605,111329,0
302606,111330,0
302607,111331,0
302608,121191,0
302609,121459,0
302610,121192,0
302611,121193,0
302612,111332,0
302613,121194,0
302614,121195,0
302615,121196,0
302616,121197,0
302617,111333,0
302618,111334,0
302619,111335,0
302620,121198,0
302621,111336,0
302622,111337,0
302623,121199,0
302624,121200,0
302625,121201,0
302626,111338,0
302627,111339,0
302628,111340,0
302629,121453,0
302630,121202,0
302631,111341,0
302632,121203,0
302633,121204,0
302634,111342,0
302635,111343,0
302636,111344,0
302637,121205,0
302638,121206,0
302639,111345,0
302640,111346,0
302641,121207,0
302642,111347,0
302643,111348,0
302644,111349,0
302645,121208,0
302646,121209,0
302647,111350,0
302648,121210,0
302649,121211,0
302650,111351,0
302651,121212,0
302652,111352,0
302653,121213,0
302654,121214,0
302655,111353,0
302656,121215,0
302657,121216,0
302658,121217,0
302659,121218,0
302660,111354,0
302661,111355,0
302662,121219,0
302663,111356,0
302664,111357,0
302665,121220,0
302666,121221,0
302667,111358,0
302668,121222,0
302669,121223,0
302670,121224,0
302671,121225,0
302672,111359,0
302673,121226,0
302674,111360,0
302675,121227,0
302676,121228,0
302677,121229,0
302678,111361,0
302679,121230,0
302680,111362,0
302681,121231,0
302682,121232,0
302683,121233,0
302684,111363,0
302685,121234,0
302686,121235,0
302687,111364,0
302688,111365,0
302689,121236,0
302690,111366,0
302691,111367,0
302692,111368,0
302693,111369,0
302694,121469,0
302695,121237,0
302696,111370,0
302697,121238,0
302698,111371,0
302699,121239,0
302700,111372,0
302701,121240,0
302702,121241,0
302703,121242,0
302704,111373,0
302705,121243,0
302706,121244,0
302707,121245,0
302708,121246,0
302709,111374,0
302710,121247,0
302711,111375,0
302712,121248,0
302713,111376,0
302714,111377,0
302715,121249,0
302716,111378,0
302717,121250,0
302718,111379,0
302719,121251,0
302720,111380,0
302721,111381,0
302722,111382,0
302723,121252,0
302724,111383,0
302725,121253,0
302726,121254,0
302727,121255,0
302728,121256,0
302729,121257,0
302730,111384,0
302731,111385,0
302732,121258,0
302733,121259,0
302734,111386,0
302735,121260,0
302736,111387,0
302737,121261,0
302738,111388,0
302739,121262,0
302740,121263,0
302741,121264,0
302742,111389,0
302743,121265,0
302744,121266,0
302745,111390,0
302746,121267,0
302747,111391,0
302748,121268,0
302749,121269,0
302750,111392,0
302751,121270,0
302752,121271,0
302753,111393,0
302754,111394,0
302755,121272,0
302756,121273,0
302757,121435,0
302758,121274,0
302759,111395,0
302760,121275,0
302761,111396,0
302762,121276,0
302763,111397,0
302764,121277,0
302765,111398,0
302766,121278,0
302767,111399,0
302768,121279,0
302769,111400,0
302770,111401,0
302771,111402,0
302772,121280,0
302773,121281,0
302774,111403,0
302775,121282,0
302776,121283,0
302777,121284,0
302778,111404,0
302779,121285,0
302780,121286,0
302781,111405,0
302782,121287,0
302783,111406,0
302784,111407,0
302785,111408,0
302786,121288,0
302787,121289,0
302788,121290,0
302789,121470,0
302790,121291,0
302791,111409,0
302792,121292,0
302793,111410,0
302794,111411,0
302795,121293,0
302796,121294,0
302797,111412,0
302798,121295,0
302799,111413,0
302800,121296,0
302801,111414,0
302802,121297,0
302803,121298,0
302804,121299,0
302805,121300,0
302806,111415,0
302807,121301,0
302808,111416,0
302809,121496,0
302810,121302,0
302811,121303,0
302812,111417,0
302813,121304,0
302814,111418,0
302815,111419,0
302816,121305,0
302817,121306,0
302818,111420,0
302819,121307,0
302820,111421,0
302821,111422,0
302822,111423,0
302823,121465,0
302824,111424,0
302825,111425,0
302826,121308,0
302827,121454,0
302828,121309,0
302829,111426,0
302830,121310,0
302831,111427,0
302832,111428,0
302833,111429,0
302834,111430,0
302835,121311,0
302836,111431,0
302837,111432,0
302838,121312,0
302839,111433,0
302840,121313,0
302841,121314,0
302842,121315,0
302843,111434,0
302844,111435,0
302845,121316,0
302846,121317,0
302847,121318,0
302848,111436,0
302849,111437,0
302850,111438,0
302851,111439,0
302852,121319,0
302853,121427,0
302854,121320,0
302855,111440,0
302856,111441,0
302857,121321,0
302858,121322,0
302859,121323,0
302860,121324,0
302861,111442,0
302862,121325,0
302863,121326,0
302864,121327,0
302865,121328,0
302866,111443,0
302867,121329,0
302868,121330,0
302869,111444,0
302870,121331,0
302871,121332,0
302872,111445,0
302873,111446,0
302874,121333,0
302875,111447,0
302876,121334,0
302877,111448,0
302878,111449,0
302879,121335,0
302880,111450,0
302881,121418,0
302882,121336,0
302883,111451,0
302884,111452,0
302885,111453,0
302886,121337,0
302887,111454,0
302888,121450,0
302889,111455,0
302890,111456,0
302891,111457,0
302892,121338,0
302893,121339,0
302894,121340,0
302895,111458,0
302896,111459,0
302897,121341,0
302898,121342,0
302899,121343,0
302900,111460,0
302901,121344,0
302902,111461,0
302903,121345,0
302904,121346,0
302905,121347,0
302906,111462,0
302907,121348,0
302908,111463,0
302909,121349,0
302910,121350,0
302911,121351,0
302912,121352,0
302913,111464,0
302914,121353,0
302915,111465,0
302916,111466,0
302917,111467,0
302918,121354,0
302919,111468,0
302920,111469,0
302921,111470,0
302922,121355,0
302923,111471,0
302924,121356,0
302925,111472,0
302926,121357,0
302927,121358,0
302928,121359,0
302929,111473,0
302930,111474,0
302931,121360,0
302932,121361,0
302933,121405,0
302934,121362,0
302935,111475,0
302936,121363,0
302937,111476,0
302938,121364,0
302939,121365,0
302940,111477,0
302941,111478,0
302942,111479,0
302943,121366,0
302944,121367,0
302945,121368,0
302946,121369,0
302947,111480,0
302948,121370,0
302949,121371,0
302950,121372,0
302951,111481,0
302952,121373,0
302953,111482,0
302954,111483,0
302955,121374,0
302956,111484,0
302957,111485,0
302958,121375,0
302959,111486,0
302960,121376,0
302961,121377,0
302962,121378,0
302963,111487,0
302964,111488,0
302965,121379,0
302966,111489,0
302967,111490,0
302968,121380,0
302969,121381,0
302970,111491,0
302971,111492,0
302972,121382,0
302973,121383,0
302974,121384,0
302975,111493,0
302976,121385,0
302977,121386,0
302978,121461,0
302979,111494,0
302980,121387,0
302981,111495,0
302982,121388,0
302983,111496,0
302984,121389,0
302985,121390,0
302986,121391,0
302987,121392,0
302988,111497,0
302989,121393,0
302990,121394,0
302991,111498,0
302992,121395,0
302993,111499,0
302994,121396,0
302995,121397,0
302996,121398,0
302997,111500,0
302998,121399,0
302999,121400,0
310000,120001,1
310001,120002,1
310002,120003,1
310003,120004,1
310004,120005,1
310005,120006,1
310006,110001,1
310007,110002,1
310008,120007,1
310009,110003,1
310010,110004,1
310011,120008,1
310012,120009,1
310013,110005,1
310014,120010,1
310015,110006,1
310016,110007,1
310017,110008,1
310018,110009,1
310019,110010,1
310020,110011,1
310021,110012,1
310022,110013,1
310023,110014,1
310024,110015,1
310025,110016,1
310026,110017,1
310027,110018,1
310028,120011,1
310029,121410,1
310030,120012,1
310031,110019,1
310032,110020,1
310033,110021,1
310034,110022,1
310035,120013,1
310036,110023,1
310037,120014,1
310038,120015,1
310039,110024,1
310040,110025,1
310041,110026,1
310042,120016,1
310043,110027,1
310044,120017,1
310045,110028,1
310046,120018,1
310047,110029,1
310048,120019,1
310049,110030,1
310050,120020,1
310051,120021,1
310052,120022,1
310053,110031,1
310054,110032,1
310055,110033,1
310056,110034,1
310057,120023,1
310058,110035,1
310059,110036,1
310060,120024,1
310061,110037,1
310062,110038,1
310063,110039,1
310064,120025,1
310065,120026,1
310066,110040,1
310067,110041,1
310068,120027,1
310069,120028,1
310070,110042,1
310071,120029,1
310072,120030,1
310073,120031,1
310074,120032,1
310075,110043,1
310076,120033,1
310077,120034,1
310078,110044,1
310079,110045,1
310080,120035,1
310081,110046,1
310082,120036,1
310083,120037,1
310084,110047,1
310085,120038,1
310086,120039,1
310087,110048,1
310088,120040,1
310089,120041,1
310090,120042,1
310091,110049,1
310092,120043,1
310093,120044,1
310094,120045,1
310095,120046,1
310096,110050,1
310097,120047,1
310098,120048,1
310099,120049,1
310100,110051,1
310101,120050,1
310102,120051,1
310103,110052,1
310104,110053,1
310105,120052,1
310106,120053,1
310107,120054,1
310108,110054,1
310109,110055,1
310110,120055,1
310111,120056,1
310112,110056,1
310113,110057,1
310114,120057,1
310115,110058,1
310116,110059,1
310117,120058,1
310118,120059,1
310119,110060,1
310120,120060,1
310121,120061,1
310122,110061,1
310123,120062,1
310124,110062,1
310125,120063,1
310126,110063,1
310127,110064,1
310128,120064,1
310129,110065,1
310130,120065,1
310131,120066,1
310132,120067,1
310133,120068,1
310134,110066,1
310135,110067,1
310136,120069,1
310137,110068,1
310138,120070,1
310139,120071,1
310140,120072,1
310141,120073,1
310142,120074,1
310143,120075,1
310144,121437,1
310145,110069,1
310146,120076,1
310147,110070,1
310148,110071,1
310149,120077,1
310150,120078,1
310151,120079,1
310152,120080,1
310153,120081,1
310154,110072,1
310155,110073,1
310156,120082,1
310157,110074,1
310158,110075,1
310159,120083,1
310160,120084,1
310161,110076,1
310162,120085,1
310163,110077,1
310164,120086,1
310165,110078,1
310166,120087,1
310167,110079,1
310168,110080,1
310169,110081,1
310170,121424,1
310171,120088,1
310172,110082,1
310173,120089,1
310174,110083,1
310175,120090,1
310176,110084,1
310177,120091,1
310178,110085,1
310179,120092,1
310180,120093,1
310181,120094,1
310182,110086,1
310183,110087,1
310184,120095,1
310185,120096,1
310186,110088,1
310187,110089,1
310188,110090,1
310189,110091,1
310190,110092,1
310191,120097,1
310192,110093,1
310193,120098,1
310194,110094,1
310195,110095,1
310196,120099,1
310197,110096,1
310198,110097,1
310199,110098,1
310200,120100,1
310201,110099,1
310202,110100,1
310203,110101,1
310204,120101,1
310205,120102,1
310206,120103,1
310207,120104,1
310208,110102,1
310209,120105,1
310210,110103,1
310211,120106,1
310212,110104,1
310213,120107,1
310214,110105,1
310215,120108,1
310216,120109,1
310217,120110,1
310218,120111,1
310219,110106,1
310220,110107,1
310221,110108,1
310222,110109,1
310223,110110,1
310224,110111,1
310225,120112,1
310226,120113,1
310227,110112,1
310228,110113,1
310229,120114,1
310230,120115,1
310231,120116,1
310232,110114,1
310233,110115,1
310234,120117,1
310235,110116,1
310236,120118,1
310237,120119,1
310238,110117,1
310239,110118,1
310240,110119,1
310241,120120,1
310242,110120,1
310243,120121,1
310244,110121,1
310245,121500,1
310246,120122,1
310247,120123,1
310248,110122,1
310249,120124,1
310250,120125,1
310251,121490,1
310252,110123,1
310253,120126,1
310254,110124,1
310255,110125,1
310256,120127,1
310257,110126,1
310258,110127,1
310259,120128,1
310260,120129,1
310261,110128,1
310262,110129,1
310263,120130,1
310264,120131,1
310265,110130,1
310266,110131,1
310267,110132,1
310268,110133,1
310269,110134,1
310270,110135,1
310271,110136,1
310272,110137,1
310273,120132,1
310274,120133,1
310275,110138,1
310276,110139,1
310277,120134,1
310278,120135,1
310279,110140,1
310280,110141,1
310281,110142,1
310282,110143,1
310283,120136,1
310284,120137,1
310285,110144,1
310286,120138,1
310287,120139,1
310288,110145,1
310289,110146,1
310290,121432,1
310291,110147,1
310292,110148,1
310293,110149,1
310294,110150,1
310295,120140,1
310296,110151,1
310297,110152,1
310298,110153,1
310299,120141,1
310300,120142,1
310301,110154,1
310302,110155,1
310303,120143,1
310304,110156,1
310305,120144,1
310306,110157,1
310307,110158,1
310308,120145,1
310309,110159,1
310310,110160,1
310311,110161,1
310312,120146,1
310313,120147,1
310314,120148,1
310315,110162,1
310316,110163,1
310317,110164,1
310318,110165,1
310319,120149,1
310320,110166,1
310321,110167,1
310322,110168,1
310323,110169,1
310324,120150,1
310325,120151,1
310326,110170,1
310327,110171,1
310328,110172,1
310329,110173,1
310330,110174,1
310331,120152,1
310332,120153,1
310333,110175,1
310334,120154,1
310335,110176,1
310336,110177,1
310337,110178,1
310338,110179,1
310339,120155,1
310340,120156,1
310341,120157,1
310342,120158,1
310343,110180,1
310344,110181,1
310345,120159,1
310346,110182,1
310347,120160,1
310348,120161,1
310349,121452,1
310350,120162,1
310351,110183,1
310352,120163,1
310353,120164,1
310354,120165,1
310355,120166,1
310356,120167,1
310357,110184,1
310358,120168,1
310359,120169,1
310360,110185,1
310361,110186,1
310362,120170,1
310363,120171,1
310364,110187,1
310365,120172,1
310366,110188,1
310367,120173,1
310368,110189,1
310369,110190,1
310370,120174,1
310371,110191,1
310372,120175,1
310373,110192,1
310374,110193,1
310375,110194,1
310376,120176,1
310377,120177,1
310378,120178,1
310379,120179,1
310380,110195,1
310381,120180,1
310382,120181,1
310383,121455,1
310384,120182,1
310385,120183,1
310386,110196,1
310387,120184,1
310388,120185,1
310389,110197,1
310390,120186,1
310391,121425,1
310392,120187,1
310393,120188,1
310394,110198,1
310395,110199,1
310396,110200,1
310397,120189,1
310398,110201,1
310399,120190,1
310400,120191,1
310401,110202,1
310402,121484,1
310403,110203,1
310404,120192,1
310405,110204,1
310406,120193,1
310407,110205,1
310408,120194,1
310409,110206,1
310410,120195,1
310411,120196,1
310412,120197,1
310413,110207,1
310414,110208,1
310415,120198,1
310416,110209,1
310417,110210,1
310418,120199,1
310419,110211,1
310420,120200,1
310421,110212,1
310422,110213,1
310423,120201,1
310424,110214,1
310425,120202,1
310426,120203,1
310427,120204,1
310428,120205,1
310429,120206,1
310430,110215,1
310431,121447,1
310432,120207,1
310433,120208,1
310434,110216,1
310435,120209,1
310436,120210,1
310437,120211,1
310438,110217,1
310439,110218,1
310440,120212,1
310441,110219,1
310442,110220,1
310443,110221,1
310444,110222,1
310445,110223,1
310446,120213,1
310447,110224,1
310448,120214,1
310449,110225,1
310450,110226,1
310451,120215,1
310452,120216,1
310453,120217,1
310454,120218,1
310455,110227,1
310456,120219,1
310457,121439,1
310458,120220,1
310459,110228,1
310460,110229,1
310461,120221,1
310462,121451,1
310463,120222,1
310464,110230,1
310465,110231,1
310466,121406,1
310467,120223,1
310468,120224,1
310469,120225,1
310470,110232,1
310471,120226,1
310472,110233,1
310473,120227,1
310474,120228,1
310475,110234,1
310476,121421,1
310477,120229,1
310478,120230,1
310479,120231,1
310480,110235,1
310481,121476,1
310482,110236,1
310483,120232,1
310484,120233,1
310485,120234,1
310486,120235,1
310487,110237,1
310488,110238,1
310489,120236,1
310490,120237,1
